"stationId","utc_time","PM2.5","PM10","NO2","CO","O3","SO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","lwO3","temperature","pressure","humidity","windSpeed","windDir","tdPM2.5","tdPM10","tdO3"
"huairou_aq",2017-01-10 14:00:00,18,27,26,0.8,33,6,"14","1","3","2017","4",295,381,2,-7.0575,995.935,41.955,6.9125,"N",7,8,79
"huairou_aq",2017-01-10 15:00:00,9,20,9,0.4,52,2,"15","1","3","2017","4",226,268,2,-7.31,995.9075,43.9275,7.735,"N",3,7,76
"huairou_aq",2017-01-10 16:00:00,7,10,5,0.4,54,2,"16","1","3","2017","4",253,261,2,-7.555,995.72,45.235,7.405,"N",7,6.5,73
"huairou_aq",2017-01-10 17:00:00,9,10,6,0.9,47,2,"17","1","3","2017","4",269,323,2,-7.7975,995.5425,46.545,7.0775,"N",4,6,71
"huairou_aq",2017-01-10 18:00:00,12,9.5,6,0.6,39,3,"18","1","3","2017","4",222,256,2,-8.0375,995.3575,47.855,6.7525,"N",7,6,68
"huairou_aq",2017-01-10 19:00:00,10,9,4,0.6,40,3,"19","1","3","2017","4",147,153,2,-8.26,995.0425,48.205,6.4,"N",5,6,70
"huairou_aq",2017-01-10 20:00:00,11,8.5,6,0.6,38,2,"20","1","3","2017","4",125,142,2,-8.4825,994.7275,48.5575,6.075,"N",7,11,42
"huairou_aq",2017-01-10 21:00:00,8,8,12.5,0.6,35,3,"21","1","3","2017","4",118,131,2,-8.7025,994.4125,48.9075,5.7925,"N",8,14,51
"huairou_aq",2017-01-10 22:00:00,11,12.5,19,0.7,24,3,"22","1","3","2017","4",97,120,8,-8.6375,994.1625,48.3025,6.1525,"N",9,17,59
"huairou_aq",2017-01-10 23:00:00,13,17,20,0.7,22,2,"23","1","3","2017","4",91,109,5,-8.5675,993.915,47.6975,6.5125,"N",15,20,2
"huairou_aq",2017-01-11 00:00:00,16,21,28,0.1,9,3,"0","1","4","2017","4",84,98,2,-8.505,993.665,47.09,6.88,"N",18,36,7
"huairou_aq",2017-01-11 01:00:00,21,36,38,0.9,3,6,"1","1","4","2017","4",75,87,8,-6.0475,993.47,40.45,6.65,"N",18,32,32
"huairou_aq",2017-01-11 02:00:00,29,56,47,0.9,2,8,"2","1","4","2017","4",57,76,6,-3.59,993.275,33.8075,6.605,"SW",16,22,44
"huairou_aq",2017-01-11 03:00:00,33,70,53,0.1,2,9,"3","1","4","2017","4",58,65,19,-1.1325,993.08,27.165,6.755,"S",11,17,43
"huairou_aq",2017-01-11 04:00:00,34,67,51,0.9,10,9,"4","1","4","2017","4",48,54,34,0.1825,992.485,25.1325,9.0925,"S",11,13,45
"huairou_aq",2017-01-11 05:00:00,48,74,59,0.725439014664057,13,24,"5","1","4","2017","4",62,109,38.1438693858271,1.5,991.8875,23.105,11.4475,"S",14,12,50
"huairou_aq",2017-01-11 06:00:00,44,64,55,0.723880172423405,41,23,"6","1","4","2017","4",162,164,40,2.82,991.2925,21.075,13.8175,"S",8,11,64
"huairou_aq",2017-01-11 07:00:00,28,50,31,0.722321330182753,66,15,"7","1","4","2017","4",222,255,37,1.24,990.9475,25.3875,12.4675,"S",13,13.5,68
"huairou_aq",2017-01-11 08:00:00,24,37,15,0.720762487942101,79,15,"8","1","4","2017","4",228,251,31,-0.335,990.605,29.7025,11.2825,"S",14,16,51
"huairou_aq",2017-01-11 09:00:00,29,38,30,0.719203645701449,66,13,"9","1","4","2017","4",246,290,6,-1.9125,990.2575,34.0175,10.3225,"S",21,39,29
"huairou_aq",2017-01-11 10:00:00,41,70,64,0.717644803460797,22,16,"10","1","4","2017","4",253,311,2,-2.58,990.52,37.535,10.3725,"S",41,69,22
"huairou_aq",2017-01-11 11:00:00,57,88,87,0.716085961220145,6,11,"11","1","4","2017","4",267,303,2,-3.2475,990.785,41.0475,10.81,"SW",50,88,11
"huairou_aq",2017-01-11 12:00:00,60,102,85,0.714527118979493,6,21,"12","1","4","2017","4",290,345,2,-3.915,991.045,44.565,11.5975,"W",51,76,6
"huairou_aq",2017-01-11 13:00:00,50,95,85,0.712968276738841,12,13,"13","1","4","2017","4",381,476,2,-4.21,991.1275,46.7625,11.63,"W",51,76,3
"huairou_aq",2017-01-11 14:00:00,15,30,29,0.71140943449819,51,13,"14","1","4","2017","4",393,479,2,-4.5025,991.2075,48.96,11.6625,"NW",46,77,8
"huairou_aq",2017-01-11 15:00:00,19,25,22,0.709850592257538,58,4,"15","1","4","2017","4",345,444,2,-4.7975,991.29,51.1575,11.6925,"NW",50,72,9
"huairou_aq",2017-01-11 16:00:00,36,32,21,0.708291750016886,41,12,"16","1","4","2017","4",318,431,2,-5.1625,991.3275,51.425,11.3175,"NW",27,52,41
"huairou_aq",2017-01-11 17:00:00,31,30,27,0.706732907776234,49,10,"17","1","4","2017","4",330,466,2,-5.53,991.36,51.6925,10.9425,"NW",7,21,75
"huairou_aq",2017-01-11 18:00:00,25,22,13,0.705174065535582,50,8,"18","1","4","2017","4",305,487,2,-5.8975,991.4,51.96,10.575,"NW",3,15,75
"huairou_aq",2017-01-11 19:00:00,23,28,35,0.70361522329493,40,2,"19","1","4","2017","4",247,442,2,-6.2175,991.3325,51.205,10.38,"W",4,9,73
"huairou_aq",2017-01-11 20:00:00,25,28,33,0.702056381054278,44,9,"20","1","4","2017","4",249,404,2,-6.54,991.27,50.4475,10.2025,"W",5,7.5,72
"huairou_aq",2017-01-11 21:00:00,20,22,51,0.700497538813626,5,10,"21","1","4","2017","4",295,410,2,-6.865,991.2075,49.6875,10.0475,"SW",3,6,71
"huairou_aq",2017-01-11 22:00:00,25,31,52,0.698938696572974,9,12,"22","1","4","2017","4",336,510,2,-6.965,991.0825,48.445,10.05,"W",5,8,66
"huairou_aq",2017-01-11 23:00:00,17,39,64,0.697379854332323,12,10,"23","1","4","2017","4",296,378,2,-7.07,990.96,47.2,10.0575,"W",5,8,56
"huairou_aq",2017-01-12 00:00:00,33,42,65,0.695821012091671,6,13,"0","1","5","2017","4",270,281,2,-7.1775,990.8375,45.9575,10.075,"W",11,25,35
"huairou_aq",2017-01-12 01:00:00,39,62,60,0.694262169851019,1,10,"1","1","5","2017","4",327,447,2,-5.005,990.2275,39.615,8.6225,"W",9,30,34
"huairou_aq",2017-01-12 02:00:00,39,84,58,0.692703327610367,9,19,"2","1","5","2017","4",331,465,2,-2.8375,989.6175,33.27,7.2675,"SW",5,25,38
"huairou_aq",2017-01-12 03:00:00,36,63,46,0.691144485369715,24,12,"3","1","5","2017","4",309,402,2,-0.67,989.0075,26.93,6.0725,"SW",8,23,54
"huairou_aq",2017-01-12 04:00:00,19,44,32.5,0.689585643129063,60,15,"4","1","5","2017","4",314,367,2,0.4925,988.23,24.9375,8.2125,"SW",6,12,67
"huairou_aq",2017-01-12 05:00:00,18,28,19,0.688026800888411,65,13.5533735049641,"5","1","5","2017","4",326,365,13.9728263121029,1.6525,987.4475,22.9425,11.4825,"S",6,9,71
"huairou_aq",2017-01-12 06:00:00,26,19,18,0.686467958647759,85,12,"6","1","5","2017","4",268,292,26.7277506226272,2.81,986.67,20.9475,15.1725,"S",4,6,75
"huairou_aq",2017-01-12 07:00:00,28,31,24,0.684909116407107,90,16,"7","1","5","2017","4",138,264.142857142857,39,1.43,986.415,24.4975,13.79,"S",5,11,78
"huairou_aq",2017-01-12 08:00:00,26,24,12,0.683350274166456,92,15,"8","1","5","2017","4",113.758353164291,236.285714285714,43.5021853059223,0.055,986.1575,28.045,12.475,"S",4,7,79
"huairou_aq",2017-01-12 09:00:00,23,34,24,0.681791431925804,83,9,"9","1","5","2017","4",97.2817603622867,208.428571428571,46.2054543509869,-1.325,985.9,31.595,11.2425,"S",5,10,73
"huairou_aq",2017-01-12 10:00:00,20,51,22,0.680232589685152,90,9,"10","1","5","2017","4",87.8689251194218,180.571428571429,47.0583387390603,-2.22,986.38,34.92,10.565,"SW",6,14,69
"huairou_aq",2017-01-12 11:00:00,25,39,24,0.6786737474445,73,16,"11","1","5","2017","4",84.8185509611298,152.714285714286,46.0093700740092,-3.12,986.86,38.24,10.5,"SW",9,15,64
"huairou_aq",2017-01-12 12:00:00,17,42,17,0.677114905203848,77,8,"12","1","5","2017","4",87.4293414128446,124.857142857143,43.0070799597002,-4.015,987.34,41.565,11.045,"W",7,13,64
"huairou_aq",2017-01-12 13:00:00,9,46,11,0.675556062963196,82,12,"13","1","5","2017","4",95,97,38,-4.355,987.675,42.98,10.9775,"SW",13,18,33
"huairou_aq",2017-01-12 14:00:00,18,44,10,0.673997220722544,90,1,"14","1","5","2017","4",185,196,2,-4.6925,988.015,44.3975,10.9975,"SW",18,27,33
"huairou_aq",2017-01-12 15:00:00,7,29,13,0.672438378481892,90,1,"15","1","5","2017","4",135,160,11,-5.035,988.3525,45.82,11.1025,"SW",9,20,52
