"stationId","utc_time","PM2.5","PM10","NO2","CO","O3","SO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","lwO3","temperature","pressure","humidity","windSpeed","windDir","tdPM2.5","tdPM10","tdO3"
"yufa_aq",2017-01-10 14:00:00,116,121,74,1.9,5,36,"14","1","3","2017","4",506,596,7,-3.4425,1026.3325,38.8625,10.125,"SW",102,124.842105263158,3
"yufa_aq",2017-01-10 15:00:00,123,129,73,2.7,6,29,"15","1","3","2017","4",422,427,7,-3.6925,1026.2625,38.3225,9.565,"SW",105,120.263157894737,4
"yufa_aq",2017-01-10 16:00:00,134,116,67,2.2,4,22,"16","1","3","2017","4",360,422.076923076923,7,-4.01,1026.055,39.195,9.065,"SW",116,115.684210526316,4
"yufa_aq",2017-01-10 17:00:00,102,103,64,2.1,3,14,"17","1","3","2017","4",335,417.153846153846,7,-4.3325,1025.845,40.065,8.595,"SW",129,111.105263157895,5
"yufa_aq",2017-01-10 18:00:00,102,118,66,1.9,4,33,"18","1","3","2017","4",315,412.230769230769,7,-4.65,1025.64,40.935,8.1525,"S",71,106.526315789474,25
"yufa_aq",2017-01-10 19:00:00,113,130,60,2.1,4,32,"19","1","3","2017","4",298,407.307692307692,7,-4.945,1025.325,41.8575,7.72,"SE",11,101.947368421053,48
"yufa_aq",2017-01-10 20:00:00,132,140.4,57,2.2,7,25,"20","1","3","2017","4",300,402.384615384615,6,-5.2375,1025,42.7775,7.3275,"E",12,97.3684210526315,47
"yufa_aq",2017-01-10 21:00:00,139,150.8,54,2.2,6,18,"21","1","3","2017","4",286,397.461538461538,7,-5.5275,1024.68,43.6975,6.9725,"E",13,92.7894736842105,51
"yufa_aq",2017-01-10 22:00:00,139,161.2,53,2.4,6,20,"22","1","3","2017","4",319,392.538461538462,7,-5.705,1024.41,43.965,6.4925,"E",6,88.2105263157894,51
"yufa_aq",2017-01-10 23:00:00,151,171.6,49,2.5,6,16,"23","1","3","2017","4",312,387.615384615385,7,-5.8775,1024.14,44.2325,6.0175,"SE",10,83.6315789473684,50
"yufa_aq",2017-01-11 00:00:00,170,182,44,3.2,7,13,"0","1","4","2017","4",337,382.692307692308,7,-6.055,1023.87,44.5,5.55,"SE",11,79.0526315789473,42
"yufa_aq",2017-01-11 01:00:00,208,214,45,3.4,7,13,"1","1","4","2017","4",349,377.769230769231,7,-3.7225,1023.66,37.7275,5.2275,"SE",14,74.4736842105263,45
"yufa_aq",2017-01-11 02:00:00,175,193,57,2.9,7,49,"2","1","4","2017","4",382,372.846153846154,7,-1.395,1023.45,30.9575,5.0025,"S",16,69.8947368421052,52
"yufa_aq",2017-01-11 03:00:00,186,210,70,2.7,11,90,"3","1","4","2017","4",343,367.923076923077,8,0.9325,1023.245,24.19,4.8875,"S",24,65.3157894736842,53
"yufa_aq",2017-01-11 04:00:00,215,238,72,2.5,26,92,"4","1","4","2017","4",336,363,11,1.9325,1022.62,22.2775,4.6825,"S",16,60.7368421052631,55
"yufa_aq",2017-01-11 05:00:00,219,231,81,2.62174828116883,42,80,"5","1","4","2017","4",471,381.285714285714,17,2.935,1021.995,20.3675,4.485,"S",12,56.1578947368421,61
"yufa_aq",2017-01-11 06:00:00,211,223,86,2.61188203744487,32,72,"6","1","4","2017","4",457,399.571428571429,19,3.9375,1021.37,18.46,4.305,"SE",10,51.578947368421,61
"yufa_aq",2017-01-11 07:00:00,200,214.5,81,2.60201579372091,48,62,"7","1","4","2017","4",447,417.857142857143,22,1.8925,1020.8325,22.5175,3.745,"SE",29,47,54
"yufa_aq",2017-01-11 08:00:00,177,206,92,2.59214954999696,31,61,"8","1","4","2017","4",3,436.142857142857,21,-0.15,1020.295,26.5725,3.19,"E",67,55.5,62
"yufa_aq",2017-01-11 09:00:00,183,202,96,2.582283306273,18,53,"9","1","4","2017","4",124.333333333333,454.428571428571,15.7250739218608,-2.19,1019.7575,30.63,2.645,"E",58,64,55
"yufa_aq",2017-01-11 10:00:00,193,210,111,2.57241706254905,17,45,"10","1","4","2017","4",245.666666666667,472.714285714286,9.54659926268662,-2.28,1019.885,30.295,1.79,"E",59,72.5,48
"yufa_aq",2017-01-11 11:00:00,237,257,119,2.56255081882509,12,40,"11","1","4","2017","4",367,491,4,-2.37,1020.01,29.9575,3.705,"NE",76,81,42
"yufa_aq",2017-01-11 12:00:00,336,285,114,2.55268457510114,17,51,"12","1","4","2017","4",323,429,4,-2.46,1020.1375,29.625,6.19,"NE",131,147,35
"yufa_aq",2017-01-11 13:00:00,299,313,113,2.54281833137718,13,49,"13","1","4","2017","4",305,418,4,-2.6475,1020.29,31.9775,6.3,"NE",163,170,32
"yufa_aq",2017-01-11 14:00:00,288,447.5,110,2.53295208765322,16,46,"14","1","4","2017","4",273,384,3,-2.8375,1020.45,34.3375,6.4575,"NE",161,178,28
"yufa_aq",2017-01-11 15:00:00,371,582,106,2.52308584392927,11,30,"15","1","4","2017","4",256,375,3,-3.0225,1020.605,36.6925,6.6525,"NE",173,196,15
"yufa_aq",2017-01-11 16:00:00,333,325,108,2.51321960020531,6,29,"16","1","4","2017","4",234,318,3,-3.315,1020.6425,39.475,7.1225,"NE",202,215,3
"yufa_aq",2017-01-11 17:00:00,292,295,122,2.50335335648136,6,47,"17","1","4","2017","4",178,277,2,-3.6025,1020.68,42.2575,7.7775,"NE",211,223,3
"yufa_aq",2017-01-11 18:00:00,375,290.857142857143,106,2.4934871127574,16,25,"18","1","4","2017","4",155,294,2,-3.8925,1020.715,45.0425,8.57,"NE",194,203,4
"yufa_aq",2017-01-11 19:00:00,316,286.714285714286,94,2.48362086903345,13,23,"19","1","4","2017","4",139,231,2,-4.435,1020.715,47.2175,7.725,"NE",3,113,62
"yufa_aq",2017-01-11 20:00:00,298,282.571428571429,106,2.47375462530949,4,24,"20","1","4","2017","4",124,179,2,-4.98,1020.7125,49.395,6.9,"NE",5,19,66
"yufa_aq",2017-01-11 21:00:00,287,278.428571428572,102,2.46388838158554,14,20,"21","1","4","2017","4",119,161,2,-5.5225,1020.71,51.57,6.095,"NE",7,14,55
"yufa_aq",2017-01-11 22:00:00,275,274.285714285714,90,2.45402213786158,3,22,"22","1","4","2017","4",151,160,2,-5.75,1020.695,51.955,5.3975,"NE",9,16,59
"yufa_aq",2017-01-11 23:00:00,226,270.142857142857,99,2.44415589413762,8,11,"23","1","4","2017","4",179,183,2,-5.98,1020.6775,52.3425,4.735,"NE",6,14,60
"yufa_aq",2017-01-12 00:00:00,261,266,85,2.43428965041367,10,14,"0","1","5","2017","4",209,238,2,-6.21,1020.6625,52.7275,4.115,"NE",9,11.5,64
"yufa_aq",2017-01-12 01:00:00,273,395,78,2.42442340668971,13,14,"1","1","5","2017","4",250,326,3,-3.7075,1020.145,45.21,1.52,"NE",5,9,64
"yufa_aq",2017-01-12 02:00:00,285,285,110,2.41455716296576,11,44,"2","1","5","2017","4",292,423,4,-1.1975,1019.625,37.6925,1.9375,"NE",8,8,63
"yufa_aq",2017-01-12 03:00:00,128,259,86,2.4046909192418,19,33,"3","1","5","2017","4",276,341,2.9585878528448,1.305,1019.1075,30.17,4.4575,"NE",6,7,67
"yufa_aq",2017-01-12 04:00:00,76,233,64,2.39482467551785,34,24,"4","1","5","2017","4",236,248,1.02184165890016,2.2075,1018.4,28.5725,6.4575,"NE",4,6,74
"yufa_aq",2017-01-12 05:00:00,71,207,56,2.38495843179389,43,22,"5","1","5","2017","4",222,231,0,3.11,1017.6925,26.9775,8.4725,"E",11,42,75
