"stationId","utc_time","PM2.5","PM10","NO2","CO","O3","SO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","lwO3","temperature","pressure","humidity","windSpeed","windDir","tdPM2.5","tdPM10","tdO3"
"guanyuan_aq",2017-01-10 14:00:00,93,118,89,0.7,1216.75150599994,25,"14","1","3","2017","4",357.347826086957,657,2,-4.6125,1021.9725,37.19,6.3575,"SW",8,9.81818181818183,56
"guanyuan_aq",2017-01-10 15:00:00,94,136,92,0.9,1202.4156379336,53,"15","1","3","2017","4",353.739130434783,662,2,-5.13,1021.93,38.2425,5.8525,"S",17,10.4545454545455,47
"guanyuan_aq",2017-01-10 16:00:00,105,140,91,1.1,1186.22169865075,58,"16","1","3","2017","4",350.130434782609,813,2,-5.52,1021.735,39.19,5.2025,"S",14,11.0909090909091,46
"guanyuan_aq",2017-01-10 17:00:00,106,125,86,1.1,1168.26072946413,55,"17","1","3","2017","4",346.521739130435,787,2,-5.9075,1021.545,40.1375,4.58,"NE",12,11.7272727272727,37
"guanyuan_aq",2017-01-10 18:00:00,101,123,80,0.9,1148.62377168648,66,"18","1","3","2017","4",342.913043478261,783,2,-6.295,1021.3475,41.085,3.9925,"NE",13,12.3636363636364,44
"guanyuan_aq",2017-01-10 19:00:00,104,115,80,0.9,1127.40186663053,45,"19","1","3","2017","4",339.304347826087,746,2,-6.6425,1021.055,41.9025,3.5525,"NE",8,13,61
"guanyuan_aq",2017-01-10 20:00:00,97,99,78,0.8,1104.68605560901,31,"20","1","3","2017","4",335.695652173913,600,2,-6.985,1020.7575,42.725,3.1125,"NE",11,13.6363636363636,74
"guanyuan_aq",2017-01-10 21:00:00,88,85,78,0.8,1080.56737993466,28,"21","1","3","2017","4",332.086956521739,535,2,-7.3275,1020.4675,43.5425,2.675,"E",9,14.2727272727273,74
"guanyuan_aq",2017-01-10 22:00:00,61,71,79,1.2,1055.13688092021,17,"22","1","3","2017","4",328.478260869565,420,2,-7.3725,1020.22,43.47,3.0125,"E",7,14.9090909090909,67
"guanyuan_aq",2017-01-10 23:00:00,47,70,85,2.1,1028.48559987841,16,"23","1","3","2017","4",324.869565217391,280,2,-7.4125,1019.98,43.39,3.3725,"E",9,15.5454545454546,51
"guanyuan_aq",2017-01-11 00:00:00,63,93,92,2.5,1000.70457812198,18,"0","1","4","2017","4",321.260869565217,353,2,-7.455,1019.735,43.3125,3.75,"SE",9,16.1818181818182,36
"guanyuan_aq",2017-01-11 01:00:00,69,116,97,2.8,971.884856963653,19,"1","1","4","2017","4",317.652173913043,296,2,-4.6975,1019.505,36.44,3.825,"SE",12,16.8181818181818,35
"guanyuan_aq",2017-01-11 02:00:00,56,75,97,2.3,942.117477716175,15,"2","1","4","2017","4",314.04347826087,304,2,-1.935,1019.28,29.57,3.9125,"SE",8,17.4545454545455,49
"guanyuan_aq",2017-01-11 03:00:00,49,84,91,1.7,911.493481692275,10,"3","1","4","2017","4",310.434782608696,303.2,6.89832919869626,0.8275,1019.05,22.7,4.015,"SE",14,18.0909090909091,58
"guanyuan_aq",2017-01-11 04:00:00,61,69,98,1.6,880.103910204691,11,"4","1","4","2017","4",306.826086956522,302.4,12.0420556051344,2.255,1018.3625,20.6725,5.075,"SE",9,18.7272727272727,60
"guanyuan_aq",2017-01-11 05:00:00,65,75,103,1.69736819045026,848.039804566155,15,"5","1","4","2017","4",303.217391304348,301.6,16.8366174122244,3.6875,1017.68,18.6425,6.1525,"SE",18,19.3636363636364,59
"guanyuan_aq",2017-01-11 06:00:00,57,81,112,1.68987514721794,815.392206089403,15,"6","1","4","2017","4",299.608695652174,300.8,20.6874528128763,5.1125,1016.99,16.6125,7.2375,"SE",15,20,60
"guanyuan_aq",2017-01-11 07:00:00,61,120.5,98,1.68238210398561,782.25215608717,14,"7","1","4","2017","4",296,300,23,2.9125,1016.5825,20.8675,6.7275,"SE",23,24.5,167.169434639726
"guanyuan_aq",2017-01-11 08:00:00,93,160,119,1.67488906075329,748.710695872191,27,"8","1","4","2017","4",300,313,15,0.7075,1016.18,25.1175,6.2225,"E",31,29,288.653409831492
"guanyuan_aq",2017-01-11 09:00:00,110,140,117,1.66739601752097,714.858866757201,21,"9","1","4","2017","4",353,408,2,-1.5,1015.77,29.37,5.7325,"E",39,46,415
"guanyuan_aq",2017-01-11 10:00:00,99,130,109,1.65990297428864,680.787710054936,22,"10","1","4","2017","4",364,368,2,-1.6925,1016.0075,32.3025,6.9775,"E",47,63,494.151168252049
"guanyuan_aq",2017-01-11 11:00:00,104,123,109,1.65240993105632,646.58826707813,34,"11","1","4","2017","4",349,378,2,-1.88,1016.2375,35.2325,9.0075,"E",76,97,568.804067218278
"guanyuan_aq",2017-01-11 12:00:00,114,150,111,1.64491688782399,612.351579139518,24,"12","1","4","2017","4",360,383,2,-2.0725,1016.465,38.1675,11.3725,"NE",106,158,639.049738211421
"guanyuan_aq",2017-01-11 13:00:00,96,97,104,1.63742384459167,578.168687551835,18,"13","1","4","2017","4",378,419,2,-2.345,1016.5975,40.4675,11.285,"NE",131,159,704.979222544213
"guanyuan_aq",2017-01-11 14:00:00,42,44,81,1.62993080135935,544.130633627816,13,"14","1","4","2017","4",382,389,2,-2.6175,1016.7275,42.77,11.2,"NE",142,167,766.68356152939
"guanyuan_aq",2017-01-11 15:00:00,27,34,79,1.62243775812702,510.328458680196,3,"15","1","4","2017","4",370,382.571428571429,2,-2.89,1016.86,45.0725,11.13,"NE",103,104.5,824.253796479686
"guanyuan_aq",2017-01-11 16:00:00,24,24,67,1.6149447148947,476.853204021711,13,"16","1","4","2017","4",267,376.142857142857,2,-3.1625,1016.895,45.4575,11.2825,"NE",20,42,877.780968707836
"guanyuan_aq",2017-01-11 17:00:00,20,23,60,1.60745167166238,443.795910965094,12,"17","1","4","2017","4",189,369.714285714286,2,-3.435,1016.935,45.8425,11.4975,"NE",4,37.5,927.356119526576
"guanyuan_aq",2017-01-11 18:00:00,19,22,27,1.59995862843005,411.247620823082,1,"18","1","4","2017","4",173,363.285714285714,2,-3.7025,1016.9675,46.225,11.765,"E",7,33,973.070290248641
"guanyuan_aq",2017-01-11 19:00:00,15,24,23,1.59246558519773,379.299374908411,1,"19","1","4","2017","4",171,356.857142857143,2,-4.0575,1016.9025,46.6425,11.56,"E",8,12,1015.01452218676
"guanyuan_aq",2017-01-11 20:00:00,29,26,33,1.5849725419654,348.042214533813,6,"20","1","4","2017","4",188,350.428571428571,2,-4.41,1016.8325,47.06,11.3525,"E",6,9,1053.27985665368
"guanyuan_aq",2017-01-11 21:00:00,26,28,62,1.57747949873308,317.567181012023,9,"21","1","4","2017","4",262,344,2,-4.765,1016.7625,47.4775,11.1525,"E",6,9.66666666666667,1087.95733496213
"guanyuan_aq",2017-01-11 22:00:00,27,30,64,1.56998645550076,287.965315655776,12,"22","1","4","2017","4",326,393,2,-4.9925,1016.6825,47.555,10.41,"NE",5,10.3333333333333,1119.13799842484
"guanyuan_aq",2017-01-11 23:00:00,25,25,62,1.56249341226843,259.327659777809,9,"23","1","4","2017","4",291,366,2,-5.2225,1016.6075,47.63,9.685,"N",6,11,1146.91288835455
"guanyuan_aq",2017-01-12 00:00:00,25,41,75,1.55500036903611,231.745254690856,1,"0","1","5","2017","4",278,320,2,-5.45,1016.5325,47.7075,8.98,"N",8,11.6666666666667,1171.373046064
"guanyuan_aq",2017-01-12 01:00:00,30,36,65,1.54750732580379,205.309141707652,9,"1","1","5","2017","4",260,303,2,-3.12,1015.9425,41.0675,7.235,"N",5,12.3333333333333,1192.60951286591
