"utc_time","stationId","PM2.5","PM10","NO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","temperature","pressure","humidity","windSpeed","windDir","tdPM2.5","tdPM10"
2017-01-10 00:00:00,"GR4",14.4709274768553,19.5,16.2,"14","1","3","2017","4",9.1,0,3.6425,1005.3325,93.1775,17.3575,"NW",28.8,33.9
2017-01-10 01:00:00,"GR4",14.3647675378147,16.4,14.1,"15","1","3","2017","4",8.3,5.51545273315517,3.8425,1004.9575,92.5125,18.5,"W",25.9,27.1
2017-01-10 02:00:00,"GR4",14.258607598774,15.6,12,"16","1","3","2017","4",11.2,5.3,4.0475,1004.58,91.85,19.6975,"W",22.5,22.7
2017-01-10 03:00:00,"GR4",14.1524476597333,13.5,9.9,"17","1","3","2017","4",12.3,27.1,4.25,1004.2075,91.1825,20.945,"W",21.8,32.8
2017-01-10 04:00:00,"GR4",14.0462877206926,13.5,10,"18","1","3","2017","4",15.1,23.2,3.98,1004.1325,91.275,20.52,"W",22,30.7
2017-01-10 05:00:00,"GR4",13.9401277816519,12.7,16,"19","1","3","2017","4",20.5,18.3,3.7125,1004.0575,91.3675,20.095,"W",19.4,23.4
2017-01-10 06:00:00,"GR4",13.8339678426113,12.1,28.4,"20","1","3","2017","4",16.6,25.9,3.445,1003.98,91.455,19.67,"W",18.9,27.7
2017-01-10 07:00:00,"GR4",13.7278079035706,11.7,36.8,"21","1","3","2017","4",13.7,17.3,3.72,1004.175,91.0975,20.265,"W",21.7,41.5
2017-01-10 08:00:00,"GR4",13.6216479645299,15.1,46.9,"22","1","3","2017","4",13,24.4,3.99,1004.3675,90.74,20.8875,"W",22.9,31.8
2017-01-10 09:00:00,"GR4",13.5154880254892,18.4,48.9,"23","1","3","2017","4",12.4,13.9,4.265,1004.5625,90.385,21.54,"W",23.4,27.4
2017-01-10 10:00:00,"GR4",13.4093280864485,18.7,48.2,"0","1","4","2017","4",8.2,15.7820001457524,5.025,1004.9175,88.5875,20.73,"W",22.7,17.3
2017-01-10 11:00:00,"GR4",13.3031681474079,16.6,43.3,"1","1","4","2017","4",11.3,15.9066555460551,5.7775,1005.2775,86.795,20.0375,"W",19.1,13.3
2017-01-10 12:00:00,"GR4",13.1970082083672,18.9,35.9,"2","1","4","2017","4",8.8,16.0313109463579,6.5325,1005.6375,85,19.4725,"W",17.8,27.4
2017-01-10 13:00:00,"GR4",13.0908482693265,21.9,33.9,"3","1","4","2017","4",9.4,16.1559663466606,6.6775,1005.71,85.72,17.32,"W",19.2,10.1
2017-01-10 14:00:00,"GR4",12.9846883302858,20.7,34.6,"4","1","4","2017","4",8.8,16.2806217469633,6.8175,1005.7825,86.4375,15.295,"W",17.9,18.2
2017-01-10 15:00:00,"GR4",12.8785283912451,28.2,38.7,"5","1","4","2017","4",7.4,16.405277147266,6.9625,1005.8575,87.16,13.45,"W",17.9742054651978,18.5
2017-01-10 16:00:00,"GR4",12.7723684522045,34.7,55.8,"6","1","4","2017","4",8.3,16.5299325475688,6.18,1006.16,89.915,12.63,"W",17.8680455261571,19.8
2017-01-10 17:00:00,"GR4",12.6662085131638,34.3,59.5,"7","1","4","2017","4",9.9,16.6545879478715,5.395,1006.4675,92.6725,12.195,"W",17.7618855871164,7.6
2017-01-10 18:00:00,"GR4",12.5600485741231,34.6,59.2,"8","1","4","2017","4",9.2,16.7792433481742,4.6125,1006.7725,95.4275,12.185,"W",17.6557256480757,5.1
2017-01-10 19:00:00,"GR4",12.4538886350824,23.7,54.6,"9","1","4","2017","4",11.9,16.903898748477,5.06,1006.64,95.5725,12.685,"W",17.5495657090351,0
2017-01-10 20:00:00,"GR4",12.3477286960418,21.7,47.7,"10","1","4","2017","4",9.7,17.0285541487797,5.51,1006.5,95.7225,13.245,"W",17.4434057699944,0.4
2017-01-10 21:00:00,"GR4",12.2415687570011,19.3,32.9,"11","1","4","2017","4",10.3,17.1532095490824,5.9575,1006.365,95.8675,13.855,"W",17.3372458309537,4.7
2017-01-10 22:00:00,"GR4",12.1354088179604,16.7,26.5,"12","1","4","2017","4",8.7,17.2778649493852,5.67,1006.2175,96.495,13.9325,"W",17.231085891913,28.9
2017-01-10 23:00:00,"GR4",12.0292488789197,18.4,19,"13","1","4","2017","4",10.8,17.4025203496879,5.3825,1006.07,97.125,14.0675,"W",17.1249259528723,31.1
2017-01-11 00:00:00,"GR4",11.923088939879,17.3,15.8,"14","1","4","2017","4",7.5,17.5271757499906,5.095,1005.9225,97.7525,14.2625,"W",17.0187660138317,36.7
2017-01-11 01:00:00,"GR4",11.8169290008384,16.8,12.25,"15","1","4","2017","4",8.2,17.6518311502933,5.335,1005.175,97.6275,15.9225,"W",16.912606074791,6.9
2017-01-11 02:00:00,"GR4",11.7107690617977,17.9,8.7,"16","1","4","2017","4",7.4,17.7764865505961,5.5775,1004.425,97.5025,17.6425,"W",16.8064461357503,14.0970229972581
2017-01-11 03:00:00,"GR4",11.604609122757,20.9,6.5,"17","1","4","2017","4",7.9,17.9011419508988,5.815,1003.675,97.3775,19.405,"W",16.7002861967096,16.1
2017-01-11 04:00:00,"GR4",11.4984491837163,23.1,6.2,"18","1","4","2017","4",9.5,18.0257973512015,6.825,1003.43,96.6475,20.4625,"NW",16.5941262576689,15.9
2017-01-11 05:00:00,"GR4",11.3922892446756,22.8,9.5,"19","1","4","2017","4",10.2,18.1504527515043,7.8375,1003.185,95.92,22.225,"NW",16.4879663186283,18
2017-01-11 06:00:00,"GR4",11.286129305635,15.6,16.9,"20","1","4","2017","4",11.9,18.275108151807,8.845,1002.94,95.1925,24.5425,"NW",16.3818063795876,8.90040609222719
