"stationId","utc_time","PM2.5","PM10","NO2","CO","O3","SO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","lwO3","temperature","pressure","humidity","windSpeed","windDir","tdPM2.5","tdPM10","tdO3"
"pinggu_aq",2017-01-10 14:00:00,10,31.9340317818161,13,0.7,65,4,"14","1","3","2017","4",545.5,475.355251358664,9.92998394454801,-4.755,1002.4125,30.6075,6.2075,"N",32,168.155713339565,53
"pinggu_aq",2017-01-10 15:00:00,12,34.3495196087507,16,0.9,60,4,"15","1","3","2017","4",491,470.043963676586,9,-5.1425,1002.3775,31.5575,5.355,"NW",21,164.63813703228,61
"pinggu_aq",2017-01-10 16:00:00,23,25,41,1.4,34,9,"16","1","3","2017","4",545,464.732675994507,11,-5.4475,1002.22,33.14,4.785,"NW",12,161.120560724996,70
"pinggu_aq",2017-01-10 17:00:00,46,42.1354760958277,71,2.3,5,15,"17","1","3","2017","4",530,459.421388312429,10,-5.755,1002.06,34.725,4.24,"N",9,157.602984417711,71
"pinggu_aq",2017-01-10 18:00:00,46,73,55,0.2,14,13,"18","1","3","2017","4",525,454.11010063035,7,-6.0625,1001.8975,36.31,3.7375,"N",8,154.085408110426,69
"pinggu_aq",2017-01-10 19:00:00,46,46.4731497531975,48,1.4,9,14,"19","1","3","2017","4",458,448.798812948272,7,-6.2825,1001.5775,37.6825,3.7725,"N",9,150.567831803141,65
"pinggu_aq",2017-01-10 20:00:00,26,45.4403547504251,30,0.1,14.6249906007443,6,"20","1","3","2017","4",511,443.487525266193,9,-6.505,1001.255,39.055,3.8475,"NE",11,147.050255495857,61.1646987204278
"pinggu_aq",2017-01-10 21:00:00,26,33,36,0.9,21,9,"21","1","3","2017","4",429,438.176237584115,6,-6.73,1000.93,40.425,3.9525,"NE",8,143.532679188572,57
"pinggu_aq",2017-01-10 22:00:00,23,27,38,1.1,19,9,"22","1","3","2017","4",400,432.864949902036,6,-6.7525,1000.6475,40.465,4.435,"NE",11,140.015102881287,54
"pinggu_aq",2017-01-10 23:00:00,26,26,38,1.3,18,8,"23","1","3","2017","4",369,427.553662219958,6,-6.78,1000.365,40.505,4.935,"E",7,136.497526574002,50
"pinggu_aq",2017-01-11 00:00:00,39,56,53,1.6,7,9,"0","1","4","2017","4",429,422.242374537879,7,-6.805,1000.0825,40.5475,5.44,"E",14,132.979950266717,47
"pinggu_aq",2017-01-11 01:00:00,57,95,51,1.8,10,14,"1","1","4","2017","4",484,416.931086855801,7,-5.15,999.895,36.0925,6.4275,"SE",15.3,129.462373959433,44.7512683158296
"pinggu_aq",2017-01-11 02:00:00,92,149,61,0.3,14,26,"2","1","4","2017","4",510,411.619799173722,8,-3.4975,999.71,31.6425,7.445,"SE",16.6,125.944797652148,42.7794735193457
"pinggu_aq",2017-01-11 03:00:00,101,122,63,2.2,24,29,"3","1","4","2017","4",519,406.308511491644,8,-1.8425,999.5225,27.19,8.4825,"SE",17.9,122.427221344863,40.96815858468
"pinggu_aq",2017-01-11 04:00:00,82,86.9139757098477,55,1.3,39,20,"4","1","4","2017","4",493,400.997223809565,13,-0.5875,998.98,25.3425,11.195,"SE",19.2,118.909645037578,39.2008664859644
"pinggu_aq",2017-01-11 05:00:00,52,79.3270195606195,40,1.44498178945489,56,27,"5","1","4","2017","4",446,395.685936127486,28,0.665,998.44,23.4925,13.9125,"SE",20.5,115.392068730294,37.3611401973305
"pinggu_aq",2017-01-11 06:00:00,45,57,41,1.44663233171469,55,15,"6","1","4","2017","4",401,390.374648445408,24,1.92,997.8975,21.64,16.6325,"SE",21.8,111.874492423009,35.3325226929102
"pinggu_aq",2017-01-11 07:00:00,55,60,52,1.4482828739745,53,26,"7","1","4","2017","4",383,385.063360763329,19,1.03,997.4175,23.885,14.16,"SE",23.1,108.356916115724,32.9985569468352
"pinggu_aq",2017-01-11 08:00:00,37,56,39,1.4499334162343,57,20,"8","1","4","2017","4",360,379.752073081251,15,0.1475,996.9375,26.125,11.7,"SE",24.4,104.839339808439,30.2427859332373
"pinggu_aq",2017-01-11 09:00:00,37,49,38,1.45158395849411,66,22,"9","1","4","2017","4",335,374.440785399172,7,-0.7425,996.4625,28.37,9.255,"E",25.7,101.321763501155,26.9487526262483
"pinggu_aq",2017-01-11 10:00:00,47,84,55,1.45323450075391,46,32,"10","1","4","2017","4",394,369.129497717094,6,-1.115,996.605,30.3875,10.1575,"E",27,97.8041871938697,23
"pinggu_aq",2017-01-11 11:00:00,63,101,80,1.45488504301372,24,29,"11","1","4","2017","4",446,363.818210035015,4,-1.49,996.7475,32.4125,11.7575,"E",52,94.2866108865849,16
"pinggu_aq",2017-01-11 12:00:00,58,73,45,1.45653558527352,41,26,"12","1","4","2017","4",411,358.506922352937,2,-1.86,996.8875,34.4325,13.805,"E",62,90.7690345793,7
"pinggu_aq",2017-01-11 13:00:00,44,62.0152760651847,35,1.45818612753332,51,24,"13","1","4","2017","4",349,353.195634670858,2,-2.0875,996.9925,36.0575,13.34,"E",85,87.2514582720152,5
"pinggu_aq",2017-01-11 14:00:00,33,28,26,1.45983666979313,61,17,"14","1","4","2017","4",316,347.88434698878,2,-2.3125,997.095,37.6825,12.915,"E",101,83.7338819647305,4
"pinggu_aq",2017-01-11 15:00:00,17,56.4437268604302,18,1.46148721205293,69,9,"15","1","4","2017","4",280,342.573059306701,2,-2.545,997.195,39.305,12.5375,"E",121,80.2163056574456,5
"pinggu_aq",2017-01-11 16:00:00,13,57.1422865310342,22,1.46313775431274,69,3,"16","1","4","2017","4",338,337.261771624623,3,-2.925,997.265,40.7875,11.6775,"E",159,76.6987293501609,6
"pinggu_aq",2017-01-11 17:00:00,23,57.8408462016382,19,1.46478829657254,79,14,"17","1","4","2017","4",340,331.950483942544,3,-3.315,997.335,42.2725,10.8225,"E",95,73.1811530428761,7
"pinggu_aq",2017-01-11 18:00:00,19,58.5394058722423,12,1.46643883883235,64,8,"18","1","4","2017","4",326,326.639196260465,2,-3.6975,997.4075,43.755,9.9675,"E",60,69.6635767355913,25
"pinggu_aq",2017-01-11 19:00:00,12,59.2379655428463,24,1.46808938109215,60,9,"19","1","4","2017","4",378,321.327908578387,5,-4.0425,997.3775,44.475,9.5425,"E",10,66.1460004283065,62
"pinggu_aq",2017-01-11 20:00:00,20,59.9365252134503,25,1.46973992335196,58,16,"20","1","4","2017","4",387,316.016620896308,4.13820950411913,-4.3825,997.345,45.195,9.1775,"SE",5,62.6284241210216,68
"pinggu_aq",2017-01-11 21:00:00,19,60.6350848840544,36,1.47139046561176,52,17,"21","1","4","2017","4",368,310.70533321423,3,-4.7275,997.315,45.9175,8.875,"SE",4,59.1108478137369,68
"pinggu_aq",2017-01-11 22:00:00,25,42,52,1.47304100787157,33,10,"22","1","4","2017","4",362,305.394045532151,2,-4.865,997.2075,45.1425,8.77,"S",8,55.593271506452,65
"pinggu_aq",2017-01-11 23:00:00,29,64,78,1.47469155013137,1,20,"23","1","4","2017","4",343,300.082757850073,2,-5.005,997.1025,44.3625,8.735,"W",8,52.0756951991673,60
"pinggu_aq",2017-01-12 00:00:00,38,69,69,1.47634209239118,15,9,"0","1","5","2017","4",313,294.771470167994,2,-5.1425,996.995,43.5875,8.77,"W",12,48.5581188918825,51
"pinggu_aq",2017-01-12 01:00:00,35,80,56,1.47799263465098,11,25,"1","1","5","2017","4",336,289.460182485916,4,-3.6475,996.475,38.335,7.5825,"W",20,45.0405425845976,31
"pinggu_aq",2017-01-12 02:00:00,65,133,51,1.47964317691079,31,27,"2","1","5","2017","4",391,284.148894803837,7,-2.1525,995.9575,33.075,6.4675,"W",38,41.5229662773128,33
"pinggu_aq",2017-01-12 03:00:00,55,82,43,1.48129371917059,43,19,"3","1","5","2017","4",421,278.837607121758,7,-0.6575,995.4375,27.82,5.4625,"W",32,38.005389970028,46
"pinggu_aq",2017-01-12 04:00:00,42,80.7390917872087,31,1.4829442614304,67,17,"4","1","5","2017","4",415,273.52631943968,11,0.195,994.79,26.0575,7.605,"W",18,34.4878136627432,62
"pinggu_aq",2017-01-12 05:00:00,18,77.3969453007405,21,1.4845948036902,82,8,"5","1","5","2017","4",362.75,268.215031757601,22.3664271299831,1.045,994.135,24.2925,11.2925,"SW",11,30.9702373554584,68
"pinggu_aq",2017-01-12 06:00:00,20,33,19,1.48624534595001,75,10,"6","1","5","2017","4",310.5,262.903744075523,33.8683424308645,1.8975,993.4875,22.53,15.4625,"S",8,15,69
"pinggu_aq",2017-01-12 07:00:00,31,45,16,1.48789588820981,79,16,"7","1","5","2017","4",258.25,257.592456393444,43.4360865163136,1.0925,993.0525,26.6325,14.1425,"S",13,16,69
"pinggu_aq",2017-01-12 08:00:00,41,108,59,1.48954643046962,51,18,"8","1","5","2017","4",206,242,49,0.285,992.625,30.74,13.5975,"S",12,34,66
"pinggu_aq",2017-01-12 09:00:00,71,123,89,1.49119697272942,25,30,"9","1","5","2017","4",209,235,40,-0.515,992.195,34.8425,13.915,"SW",17,43,58
"pinggu_aq",2017-01-12 10:00:00,92,141,96,1.49284751498923,15,33,"10","1","5","2017","4",238,257,17,-1.135,992.535,35.56,12.1175,"SW",12,25,67
"pinggu_aq",2017-01-12 11:00:00,126,169,110,1.49449805724903,15,39,"11","1","5","2017","4",256,249.766161287464,9,-1.75,992.8725,36.28,12.52,"SW",16,27.9786227203306,63
"pinggu_aq",2017-01-12 12:00:00,137,187,115,1.49614859950883,8,34,"12","1","5","2017","4",216,249.054125936892,8,-2.37,993.215,36.995,14.9375,"SW",11,14,66
"pinggu_aq",2017-01-12 13:00:00,105,96.09300007447,84,1.49779914176864,32,25,"13","1","5","2017","4",250,262,7,-2.655,993.5575,37.995,14.69,"SW",13,29.5185439548814,64
"pinggu_aq",2017-01-12 14:00:00,26,47,11,1.49944968402844,65,16,"14","1","5","2017","4",298,244.199640018442,10,-2.9375,993.9,38.99,14.845,"SW",10,31.9340317818161,65
"pinggu_aq",2017-01-12 15:00:00,16,24,16,1.50110022628825,68,16,"15","1","5","2017","4",292,240.057189450563,8,-3.2225,994.24,39.9875,15.3925,"SW",12,34.3495196087507,60
"pinggu_aq",2017-01-12 16:00:00,23,27,11,1.50275076854805,70,2,"16","1","5","2017","4",282,235.914738882684,8,-3.8825,994.8325,39.4875,14.4825,"W",23,25,34
"pinggu_aq",2017-01-12 17:00:00,23,44.7726815568505,16,1.50440131080786,77,7,"17","1","5","2017","4",251,231.772288314805,5,-4.5425,995.4225,38.9925,13.5975,"W",46,42.1354760958277,5
"pinggu_aq",2017-01-12 18:00:00,18,41.5904733003478,14,1.50605185306766,84,12,"18","1","5","2017","4",216,227.629837746926,6,-5.205,996.0125,38.49,12.7325,"W",46,73,14
