"stationId","utc_time","PM2.5","PM10","NO2","CO","O3","SO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","lwO3","tdPM2.5","tdPM10","tdO3","temperature","pressure","humidity","windSpeed","windDir","weather"
"fangshan_aq",2018-03-31 07:00:00,102,188,66,0.7,131,13,"7","3","7",2018,1,28,58.8333333333333,139,28.6,118,118,22,999.254525,18.25,10.8375,"S","haze"
"fangshan_aq",2018-03-31 08:00:00,101,192,46,0.6,163,13,"8","3","7",2018,1,27,28,136,26,174,118,23,999.8115,18.75,11.7375,"S","cloudy"
"fangshan_aq",2018-03-31 09:00:00,104,188,45,0.6,167,14,"9","3","7",2018,1,20,27,134,26,181,115,23,997.775575,20.5,11.7225,"S","haze"
"fangshan_aq",2018-03-31 10:00:00,117,206,61,0.8,151,14,"10","3","7",2018,1,30,45,133,30,221,105,24,998.8305,22.5,12.055,"S","cloudy"
"fangshan_aq",2018-03-31 11:00:00,125,224,76,0.8,129,15,"11","3","7",2018,1,37,71,118,24,289,92,21,998.388975,25.75,9.4825,"SW","cloudy"
"fangshan_aq",2018-03-31 12:00:00,134,246,92,0.9,103,15,"12","3","7",2018,1,49,93,89,30,216,73,19,1000.4826,28.25,7.4225,"SW","cloudy"
"fangshan_aq",2018-03-31 13:00:00,140,246,144,1.1,46,14,"13","3","7",2018,1,62,127,72,27,163,71,16,1000.9868,29.25,6,"W","cloudy"
"fangshan_aq",2018-03-31 14:00:00,157,255,158,1.3,22,13,"14","3","7",2018,1,67,122,67,21,114,70,13,1001.19325,29,5.3275,"NW","haze"
"fangshan_aq",2018-03-31 15:00:00,160,289,172,1.4,2,11,"15","3","7",2018,1,67,129,53,21,99,62,12,999.727275,28.25,6.185,"NW","haze"
"fangshan_aq",2018-03-31 16:00:00,151.5,320,158,1.15,0,10.5,"16","3","7",2018,1,65,134,34,29,105,48,11,999.929675,31,5.5225,"N","haze"
"fangshan_aq",2018-03-31 17:00:00,143,351,144,0.9,2,10,"17","3","7",2018,1,68,181,11,25,105,38,11,999.960975,31.75,5.905,"N","haze"
"fangshan_aq",2018-03-31 18:00:00,125,292,134,0.8,2,10,"18","3","7",2018,1,55,132,35,27,107,21,11,1001.562275,33.5,6.0125,"N","cloudy"
"fangshan_aq",2018-03-31 19:00:00,126,285,132,0.9,2,9,"19","3","7",2018,1,63,135,7,29,112,7,11,999.7973,34.75,5.3775,"N","clear"
"fangshan_aq",2018-03-31 20:00:00,123,300,129,0.8,2,9,"20","3","7",2018,1,62,178,3.27648399103798,31,98,16,11,1001.4188,37.75,5.0875,"N","clear"
"fangshan_aq",2018-03-31 21:00:00,105,227,120,0.7,2,7,"21","3","7",2018,1,55,132,2,24,82,17,12,1001.49095,39.25,4.535,"N","clear"
"fangshan_aq",2018-03-31 22:00:00,101,203,115,0.8,2,6,"22","3","7",2018,1,40,139,2,28,87,13,9,1000.132025,40.5,4.205,"N","clear"
