"stationId","utc_time","PM2.5","PM10","NO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","tdPM2.5","tdPM10","temperature","pressure","humidity","windSpeed","windDir","weather"
"MY7",2018-03-31 07:00:00,9.3,10.4,NA,"7","3","7",2018,1,27.4,30.8,15.8,35.4,5.2625,989.764875,82.5,10.9775,"S","cloudy"
"MY7",2018-03-31 08:00:00,10.9,14.3,NA,"8","3","7",2018,1,27.4,32.5,14.1,30.9,5.8325,990.999025,77.75,11.325,"SW","cloudy"
"MY7",2018-03-31 09:00:00,7.4,5.8,NA,"9","3","7",2018,1,32.4,34.2,11.3,34.4,6.395,990.456875,76.5,11.48,"SW","cloudy"
"MY7",2018-03-31 10:00:00,6.9,6,NA,"10","3","7",2018,1,29.1,33.3,9.9,38,6.41,992.531275,72.5,9.815,"SW","rainy"
"MY7",2018-03-31 11:00:00,7,6.9,NA,"11","3","7",2018,1,25.4,34.4,9.4,25.9,7.0675,991.992625,72.5,8.12,"SW","cloudy"
"MY7",2018-03-31 12:00:00,8.5,8.3,NA,"12","3","7",2018,1,24.1,33.2,11.7,23.5,7.7725,992.35505,69.75,6.9825,"W","cloudy"
"MY7",2018-03-31 13:00:00,8.2,11.5,NA,"13","3","7",2018,1,24.3,35.4,9.5,18.3,8.42,992.571375,67,7.2475,"W","rainy"
"MY7",2018-03-31 14:00:00,12.1,13.6,NA,"14","3","7",2018,1,24.5,35.3,10.1,16.7,8.9125,992.73295,65,8.565,"NW","rainy"
"MY7",2018-03-31 15:00:00,7.8,12.6,NA,"15","3","7",2018,1,25,35.6,7.2,14,9.13,992.9583,64,10.2975,"NW","rainy"
"MY7",2018-03-31 16:00:00,8.3,11.6,NA,"16","3","7",2018,1,24.5,34,12.8,19.1,8.5875,993.858475,67,13.25,"NW","rainy"
"MY7",2018-03-31 17:00:00,10.3,11.2,NA,"17","3","7",2018,1,26.4,32.8,14.6,23.3,8.49,995.476225,66.75,14.8975,"NW","rainy"
"MY7",2018-03-31 18:00:00,8.7,12.9,NA,"18","3","7",2018,1,27.4,36.2,16,21,7.675,995.1414,73,16.42,"NW","rainy"
"MY7",2018-03-31 19:00:00,9,13.4,NA,"19","3","7",2018,1,29.4,35.9,12.4,26,6.9675,995.932325,77,17.38,"NW","cloudy"
"MY7",2018-03-31 20:00:00,11.4,11.3,NA,"20","3","7",2018,1,29.6,37.2,12.9,18.3,6.905,998.074975,77.25,18.595,"NW","cloudy"
"MY7",2018-03-31 21:00:00,11.5,9.8,NA,"21","3","7",2018,1,30.3,39.7,13.9,19.8,5.815,997.7603,83.5,18.58,"NW","clear"
"MY7",2018-03-31 22:00:00,8,12.9,NA,"22","3","7",2018,1,31.6,41.4,10.8,18.4,5.8275,999.7614,84,18.2025,"NW","cloudy"
"MY7",2018-03-31 23:00:00,5.7,12.5,NA,"23","3","7",2018,1,31.3,41.3,7.6,14.8,5.755,1000.48455,84,18.08,"NW","cloudy"
"MY7",2018-04-01 00:00:00,11.6,12.3,NA,"0","4","1",2018,1,32.1,40.3,6.8,16.4,5.6975,1001.1136,83.5,17.58,"NW","cloudy"
"MY7",2018-04-01 01:00:00,8.8,12.4,NA,"1","4","1",2018,1,36.7,48.5,5.7,11.9,5.5425,1001.74415,83.25,16.6025,"NW","cloudy"
