"stationId","utc_time","PM2.5","PM10","NO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","tdPM2.5","tdPM10","temperature","pressure","humidity","windSpeed","windDir","weather"
"CD9",2018-03-31 07:00:00,13.1,12.9,41.8,"7","3","7",2018,1,24.7,29.3,15.3,43.6,5.2625,989.764875,82.5,10.9775,"S","cloudy"
"CD9",2018-03-31 08:00:00,8.9,11.5,48.8,"8","3","7",2018,1,27.7,30.9,18.3,57.1,5.8325,990.999025,77.75,11.325,"SW","cloudy"
"CD9",2018-03-31 09:00:00,9.4,8.8,40.9,"9","3","7",2018,1,34.6,37.4,11.1,44.6,6.395,990.456875,76.5,11.48,"SW","cloudy"
"CD9",2018-03-31 10:00:00,10.1,10.2,38.6,"10","3","7",2018,1,29.6,37.8,9,32.1,6.41,992.531275,72.5,9.815,"SW","rainy"
"CD9",2018-03-31 11:00:00,10.7,10.5,35.9,"11","3","7",2018,1,30.8,45.1,12.8,29.5,7.0675,991.992625,72.5,8.12,"SW","cloudy"
"CD9",2018-03-31 12:00:00,10.2,10.6,30.6,"12","3","7",2018,1,27.9,71,10.4,20.5,7.7725,992.35505,69.75,6.9825,"W","cloudy"
"CD9",2018-03-31 13:00:00,13.6,13.6,26.3,"13","3","7",2018,1,36.6,88.8,8.4,18.2,8.42,992.571375,67,7.2475,"W","rainy"
"CD9",2018-03-31 14:00:00,14.3,14.1,24.9,"14","3","7",2018,1,34,78.1,11.8,15.5,8.9125,992.73295,65,8.565,"NW","rainy"
"CD9",2018-03-31 15:00:00,7.1,8.8,24,"15","3","7",2018,1,35.3,75.6,7.3,10.8,9.13,992.9583,64,10.2975,"NW","rainy"
"CD9",2018-03-31 16:00:00,8.6,9.8,19.3,"16","3","7",2018,1,30.6,60.4,11.2,14.6,8.5875,993.858475,67,13.25,"NW","rainy"
"CD9",2018-03-31 17:00:00,7.4,8.3,19.1,"17","3","7",2018,1,32.8,57.6,13.9,17.7,8.49,995.476225,66.75,14.8975,"NW","rainy"
"CD9",2018-03-31 18:00:00,8.3,9.3,15.4,"18","3","7",2018,1,38.5,55.2,15.1,17.6,7.675,995.1414,73,16.42,"NW","rainy"
"CD9",2018-03-31 19:00:00,11.2,11.9,18.4,"19","3","7",2018,1,36.6,52.3,8.1,11.6,6.9675,995.932325,77,17.38,"NW","cloudy"
"CD9",2018-03-31 20:00:00,12.6,12.8,14.9,"20","3","7",2018,1,36.2,58,11.3,14.8,6.905,998.074975,77.25,18.595,"NW","cloudy"
"CD9",2018-03-31 21:00:00,7.1,8.2,17.5,"21","3","7",2018,1,32.8,54.6,12.9,17.8,5.815,997.7603,83.5,18.58,"NW","clear"
"CD9",2018-03-31 22:00:00,12,13.2,29.8,"22","3","7",2018,1,37.3,51.4,8.9,17,5.8275,999.7614,84,18.2025,"NW","cloudy"
"CD9",2018-03-31 23:00:00,12,12.8,23.7,"23","3","7",2018,1,34.8,49.9,10,18.3,5.755,1000.48455,84,18.08,"NW","cloudy"
"CD9",2018-04-01 00:00:00,10.8,12.8,37.7,"0","4","1",2018,1,35.4,57.6,10,18.6,5.6975,1001.1136,83.5,17.58,"NW","cloudy"
"CD9",2018-04-01 01:00:00,12.1,14.7,38.9,"1","4","1",2018,1,37.1,47.6,7.8,15,5.5425,1001.74415,83.25,16.6025,"NW","cloudy"
"CD9",2018-04-01 02:00:00,13.8,15.2,45.5,"2","4","1",2018,1,43,53.7,6.5,12.8,5.2325,1002.36855,83.75,15.2875,"NW","cloudy"
