"stationId","utc_time","PM2.5","PM10","NO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","tdPM2.5","tdPM10","temperature","pressure","humidity","windSpeed","windDir","weather"
"HV1",2018-03-31 07:00:00,8.6,10.5,35.7,"7","3","7",2018,1,21.6,23,9.7,14.3,5.5525,989.718375,84.25,10.855,"S","cloudy"
"HV1",2018-03-31 08:00:00,5.6,7,24.2,"8","3","7",2018,1,28.9,28.5,5.6,18.5,6.2225,990.08965,80,12.0875,"S","cloudy"
"HV1",2018-03-31 09:00:00,6.7,9.8,21.4,"9","3","7",2018,1,33.7,34.2,6.9,26.4,6.805,990.577525,76.25,12.8325,"SW","cloudy"
"HV1",2018-03-31 10:00:00,6.7,7.4,24,"10","3","7",2018,1,31.2,32.5,8.5,30.1,6.615,991.537025,76,11.59,"SW","cloudy"
"HV1",2018-03-31 11:00:00,2,4.1,16.1,"11","3","7",2018,1,23.5,24.6,4.6,22.2,7.125,992.0243,74,10.0275,"SW","cloudy"
"HV1",2018-03-31 12:00:00,4.5,4.8,15.4,"12","3","7",2018,1,19.7,23.1,3.1,16.9,7.6875,992.3679,72,8.5175,"SW","rainy"
"HV1",2018-03-31 13:00:00,6.5,6.6,14.7,"13","3","7",2018,1,20.5,25.1,10.8,16.8,8.3,992.534625,69.25,7.8325,"W","rainy"
"HV1",2018-03-31 14:00:00,7.8,8.6,11.9,"14","3","7",2018,1,25.4,40.2,3.7,7.7,8.8175,992.629875,67,8.0025,"W","rainy"
"HV1",2018-03-31 15:00:00,8.1,8.3,9.2,"15","3","7",2018,1,19.2,21.3,5.4,8.6,9.065,992.793825,65.5,8.78,"W","rainy"
"HV1",2018-03-31 16:00:00,5.2,6.6,7.7,"16","3","7",2018,1,21,22.7,2.3,7.4,8.4375,993.6314,68.5,10.7075,"NW","rainy"
"HV1",2018-03-31 17:00:00,6.8,6.7,7.2,"17","3","7",2018,1,16.4,19.5,5.3,8.2,8.0475,994.16885,71,12.37,"NW","rainy"
"HV1",2018-03-31 18:00:00,12,11.7,7.7,"18","3","7",2018,1,26.9,28.3,3.5,7.3,7.445,994.8105,74.25,13.8975,"NW","rainy"
"HV1",2018-03-31 19:00:00,9.4,11.2,6.8,"19","3","7",2018,1,24.3,26.9,1.2,4.4,6.6925,995.54425,78.75,15.2525,"NW","cloudy"
"HV1",2018-03-31 20:00:00,9.2,10.4,8.3,"20","3","7",2018,1,20.4,23.4,-2.3,1.4,5.9875,996.3656,82.75,16.3875,"NW","cloudy"
"HV1",2018-03-31 21:00:00,10,10.8,9.2,"21","3","7",2018,1,28.5,31.6,4.2,7.6,5.5475,997.271975,86,17.24,"NW","clear"
"HV1",2018-03-31 22:00:00,7.7,9.2,10.7,"22","3","7",2018,1,24.3,27.1,7.5,9.9,5.52,999.276,86.25,17.4925,"NW","cloudy"
"HV1",2018-03-31 23:00:00,10.9,11,9.4,"23","3","7",2018,1,39,37.9,0.3,1.9,5.55,1000.010875,86.25,17.94,"NW","cloudy"
"HV1",2018-04-01 00:00:00,7.8,9,9.5,"0","4","1",2018,1,31.3,33.3,7.4,8.4,5.5975,1000.6704,85.5,18.0075,"NW","cloudy"
"HV1",2018-04-01 01:00:00,15.6,16.2,11.8,"1","4","1",2018,1,35.8,36.6,3.6,5.8,5.5175,1001.344775,84.75,17.465,"NW","cloudy"
"HV1",2018-04-01 02:00:00,7.1,10.4,13.9,"2","4","1",2018,1,28,29.3,0.1,2.4,5.2525,1002.01645,84.75,16.3975,"NW","cloudy"
"HV1",2018-04-01 03:00:00,8.7,11.1,17.4,"3","4","1",2018,1,34.1,33.6,5.4,9.3,4.775,1002.640775,85.5,14.99,"NW","cloudy"
"HV1",2018-04-01 04:00:00,8.2,13.8,35.1,"4","4","1",2018,1,35.4,37.5,6.1,8.8,4.385,1003.488325,85.5,14.8275,"NW","cloudy"
"HV1",2018-04-01 05:00:00,11.6,15.3,37.7,"5","4","1",2018,1,27.4,32.4,3.2,6.4,3.97,1004.0876,86.75,13.2875,"NW","cloudy"
"HV1",2018-04-01 06:00:00,8.6,12.2,30.1,"6","4","1",2018,1,19.9,28.8,12.4,15.2,3.9075,1004.67715,86.75,11.86,"NW","cloudy"
"HV1",2018-04-01 07:00:00,8.6,10.4,24.4,"7","4","1",2018,1,26.2,31.8,5.1,9.9,4.37,1005.2809,84.5,10.79,"NW","cloudy"
"HV1",2018-04-01 08:00:00,13.7,15.7,30.8,"8","4","1",2018,1,31.5,35.4,11.1,14.1,5.2225,1005.873125,80.5,10.185,"NW","cloudy"
"HV1",2018-04-01 09:00:00,14,16.7,34.1,"9","4","1",2018,1,35.3,42.6,7.7,10.7,6.2575,1006.4159,75,9.83,"NW","cloudy"
"HV1",2018-04-01 10:00:00,14.9,16.3,35.3,"10","4","1",2018,1,22.3,28,12.1,13.6,7.0275,1006.899175,68.75,9.08,"NW","cloudy"
"HV1",2018-04-01 11:00:00,9.5,11.7,30.5,"11","4","1",2018,1,18.7,21.7,11.5,13.4,7.5975,1007.263025,63.75,7.9175,"NW","cloudy"
"HV1",2018-04-01 12:00:00,10.8,13.4,35.3,"12","4","1",2018,1,17.1,20.8,7.9,8.6,8.0125,1007.4533,59.25,6.2525,"NW","cloudy"
"HV1",2018-04-01 13:00:00,3.7,5.8,26.6,"13","4","1",2018,1,17.3,23,9.6,9.6,8.2975,1007.434325,57.25,4.1325,"NW","cloudy"
"HV1",2018-04-01 14:00:00,6.9,7.9,18.7,"14","4","1",2018,1,17.8,22.1,10.9,10.6,8.4475,1007.245825,57,2.925,"W","cloudy"
"HV1",2018-04-01 15:00:00,8.7,8.7,19.2,"15","4","1",2018,1,12.6,14.8,8.4,8.6,8.435,1006.94615,57.75,3.84,"SW","cloudy"
"HV1",2018-04-01 16:00:00,7.5,6.8,13.1,"16","4","1",2018,1,14.8,15.1,9.9,11.7,20,940,22,18,"NO","cloudy"
