"stationId","utc_time","PM2.5","PM10","NO2","CO","O3","SO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","lwO3","tdPM2.5","tdPM10","tdO3","temperature","pressure","humidity","windSpeed","windDir","weather"
"badaling_aq",2018-03-31 07:00:00,47,141,15.9999999999964,0.899999999999943,109.999999999884,9,"7","3","7",2018,1,11,26,102,53,271,91,23,936.604975,16,10.445,"SW","cloudy"
"badaling_aq",2018-03-31 08:00:00,47,141.000000000002,16,0.9,107.566964250552,9,"8","3","7",2018,1,11,40,103,44,251,104,23,935.970825,15.75,10.71,"SW","cloudy"
"badaling_aq",2018-03-31 09:00:00,47,141.000000000002,16,0.9,104.468843568277,9,"9","3","7",2018,1,12,51,102,45,228,107,23,935.702975,16.5,9.7575,"SW","cloudy"
"badaling_aq",2018-03-31 10:00:00,47,141.000000000002,16,0.9,100.849067717562,9,"10","3","7",2018,1,16,51,98,40,177,109,22,935.8941,16.75,7.2325,"SW","cloudy"
"badaling_aq",2018-03-31 11:00:00,47,141.000000000001,16,0.9,96.8510664627895,9,"11","3","7",2018,1,22,61,68,31,180,101,20,936.43565,19.5,3.6,"W","cloudy"
"badaling_aq",2018-03-31 12:00:00,47,141.000000000001,16,0.9,92.618269568346,9,"12","3","7",2018,1,23,72,36,31,212,99,17,937.1346,21.75,2.14,"NW","cloudy"
"badaling_aq",2018-03-31 13:00:00,46.9999999999999,141.000000000001,16,0.9,88.2941067986159,9,"13","3","7",2018,1,23,90,14,28,219,88,15,937.82105,22.25,3.705,"NW","cloudy"
"badaling_aq",2018-03-31 14:00:00,46.9999999999999,141.000000000001,16,0.9,84.0220079179841,9,"14","3","7",2018,1,21,92,25,24,203,61,14,938.3986,22,5.615,"NW","cloudy"
"badaling_aq",2018-03-31 15:00:00,46.9999999999999,141.000000000001,16,0.9,79.9454026908356,9,"15","3","7",2018,1,19,78,24,30,165,49,12,938.789325,21,7.4375,"NW","clear"
"badaling_aq",2018-03-31 16:00:00,46.9999999999999,141.000000000001,16,0.9,76.2077208815551,9,"16","3","7",2018,1,15,53,36,25,122,48,8.5,938.5725,24.25,6.04,"W","clear"
"badaling_aq",2018-03-31 17:00:00,46.9999999999999,141.000000000001,16,0.9,72.9523922545276,9,"17","3","7",2018,1,17,67,16,22,99,36,8.4,938.505325,23,6.3625,"NW","clear"
"badaling_aq",2018-03-31 18:00:00,46.9999999999999,141.000000000001,16,0.9,70.322846574138,9,"18","3","7",2018,1,18,52,3,23,93,24,8.3,938.326675,22.25,6.415,"NW","clear"
"badaling_aq",2018-03-31 19:00:00,46.9999999999999,141.000000000001,16,0.9,68.4625136047711,9,"19","3","7",2018,1,22,77,2,24,86,15,8,938.0911,22.25,6.3525,"NW","clear"
"badaling_aq",2018-03-31 20:00:00,46.9999999999999,141.000000000001,16,0.9,67.5148231108119,9,"20","3","7",2018,1,24,91,2,22,79,18,8,937.87695,22.25,6.1775,"NW","clear"
"badaling_aq",2018-03-31 21:00:00,46.9999999999999,141.000000000001,16,0.9,67.6232048566452,9,"21","3","7",2018,1,28,91,2,20,80,24,8,939.1742,21.75,5.8175,"NW","clear"
"badaling_aq",2018-03-31 22:00:00,46.9999999999999,141.000000000001,16,0.9,68.9310886066559,9,"22","3","7",2018,1,32,93,2,22,80,18,5,937.862125,21.5,4.6975,"NW","clear"
"badaling_aq",2018-03-31 23:00:00,46.9999999999999,141,16,0.9,71.5819041252289,9,"23","3","7",2018,1,49,100,4,23,93,24,5,937.970075,19.75,4.16,"W","clear"
"badaling_aq",2018-04-01 00:00:00,46.9999999999998,141,16,0.9,75.7190811767491,9,"0","4","1",2018,1,55,127,19,25,90,39,9,937.964175,18.25,4.3425,"W","clear"
"badaling_aq",2018-04-01 01:00:00,46.9999999999998,141,16,0.9,81.4860495256014,9,"1","4","1",2018,1,55,137,38,25,109,47,13,937.7215,16.25,6.2,"SW","clear"
"badaling_aq",2018-04-01 02:00:00,46.9999999999998,141,16,0.9,89.0262389361708,9,"2","4","1",2018,1,54,133,48,28,110,58,6.75,937.253125,14,9.03,"SW","clear"
"badaling_aq",2018-04-01 03:00:00,47,141,16,0.9,98.4830791728421,9,"3","4","1",2018,1,61,119,74,32,144,63,20,936.603675,12.25,11.58,"SW","clear"
"badaling_aq",2018-04-01 04:00:00,33,141,16,0.9,110,9,"4","4","1",2018,1,44,77,97,37,142,60,22,935.736775,14.25,12.655,"S","clear"
"badaling_aq",2018-04-01 05:00:00,28,109,13,0.8,121,6,"5","4","1",2018,1,32,43,110,35,104,84,22,934.997975,14,13.37,"S","clear"
