"stationId","utc_time","PM2.5","PM10","NO2","CO","O3","SO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","lwO3","tdPM2.5","tdPM10","tdO3","temperature","pressure","humidity","windSpeed","windDir","weather"
"wanliu_aq",2018-03-31 07:00:00,95,139,82,1,104,13,"7","3","7",2018,1,63,70.5,156,39,143,105,22,1000.80855,17.5,11.8475,"SE","cloudy"
"wanliu_aq",2018-03-31 08:00:00,103,158,76,0.9,116,13,"8","3","7",2018,1,51,57.25,158,42,143,116,23,998.7808,18,12.1925,"SE","cloudy"
"wanliu_aq",2018-03-31 09:00:00,97,166,57,0.9,142,12,"9","3","7",2018,1,34,44,136,26,130,111,23,997.970725,19.25,11.5175,"S","cloudy"
"wanliu_aq",2018-03-31 10:00:00,102,163,64,1,138,13,"10","3","7",2018,1,25,50,122,28,127,100,24,998.3298,21.25,10.7225,"S","cloudy"
"wanliu_aq",2018-03-31 11:00:00,107,182,71,1,125,13,"11","3","7",2018,1,30,53,107,30,238,79,22.5,999.150725,24.25,7.4125,"S","cloudy"
"wanliu_aq",2018-03-31 12:00:00,121,173,83,1,90,12,"12","3","7",2018,1,38,55,91,33,201,73,20.5,998.23535,26.5,3.58,"S","cloudy"
"wanliu_aq",2018-03-31 13:00:00,131,208,155,1.5,9,10,"13","3","7",2018,1,51,75,80,28,119,68,16.75,999.973275,27.75,1.35,"NW","cloudy"
"wanliu_aq",2018-03-31 14:00:00,129,201,146,1.5,9,9,"14","3","7",2018,1,51,78,77,17,80,78,14,1000.23385,28,3.3025,"N","clear"
"wanliu_aq",2018-03-31 15:00:00,128,182,146,1.5,3,8,"15","3","7",2018,1,47,82,57,11,55,73,12.5,1000.746975,27.25,5.0075,"N","clear"
"wanliu_aq",2018-03-31 16:00:00,123.5,182.5,142.5,1.55,0.93666714032965,6.66666666666667,"16","3","7",2018,1,53,81,48,22,53,63,12.5,1001.757675,30.5,4.2575,"N","haze"
"wanliu_aq",2018-03-31 17:00:00,119,183,139,1.6,2,6,"17","3","7",2018,1,49,90,9,18,57,46,12.35,1001.7004,31.5,4.1425,"N","clear"
"wanliu_aq",2018-03-31 18:00:00,115,150,127,1.2,2,7,"18","3","7",2018,1,56,82,7,15,50,47,11.6,1000.81345,32.5,3.8,"N","clear"
"wanliu_aq",2018-03-31 19:00:00,109,164,116,1.1,2,5,"19","3","7",2018,1,40,81,7,19,46,50,11.2,1001.24465,34,3.1425,"N","clear"
"wanliu_aq",2018-03-31 20:00:00,111,147,114,1.1,4,6,"20","3","7",2018,1,40,75,7,19,51,24,11,1001.57145,36,2.625,"N","clear"
"wanliu_aq",2018-03-31 21:00:00,119,160,109,1.1,2,4,"21","3","7",2018,1,39,64,5,21,60,16,11,1000.564575,36.75,1.9925,"N","clear"
"wanliu_aq",2018-03-31 22:00:00,104,150,110,1.1,2,4,"22","3","7",2018,1,41,71,6,25,71,4,9,1001.093425,39.5,1.905,"E","clear"
"wanliu_aq",2018-03-31 23:00:00,117,179,113,1.3,2,5,"23","3","7",2018,1,37,74,7,27,80,3,9.5,1001.525675,39,2.3375,"SE","clear"
"wanliu_aq",2018-04-01 00:00:00,148,196.333333333333,112.333333333333,1.53333333333333,7.58165346271592,11.3,"0","4","1",2018,1,45,105,10,34,104,4,5.25,1001.966,37.5,3.4,"SE","clear"
"wanliu_aq",2018-04-01 01:00:00,179,213.666666666667,111.666666666667,1.76666666666667,20.4835824234216,19.7,"1","4","1",2018,1,40,78,32,35,73,24,16,1000.80055,34.25,4.575,"SE","clear"
"wanliu_aq",2018-04-01 02:00:00,210,231,111,2,43,27,"2","4","1",2018,1,32,39,62,29,65,47,5,1000.7244,31.25,5.85,"SE","haze"
"wanliu_aq",2018-04-01 03:00:00,245,249,103,2.1,87,30,"3","4","1",2018,1,36,44,69,24,55,77,20.75,1000.00455,27.25,7.15,"SE","haze"
"wanliu_aq",2018-04-01 04:00:00,247,232.8,85,1.9,155,30,"4","4","1",2018,1,42,45,81,27,61,89,21,999.173175,29,8.42,"SE","haze"
"wanliu_aq",2018-04-01 05:00:00,240,216.6,67,1.7,210,29,"5","4","1",2018,1,45,48,100,33,64,97,22,998.481625,25.25,10.125,"S","haze"
"wanliu_aq",2018-04-01 06:00:00,238,200.4,71,1.5,221,23,"6","4","1",2018,1,60,72,106,27,60,113,22,995.639275,21.25,12.4325,"S","haze"
"wanliu_aq",2018-04-01 07:00:00,198.5,184.2,59,1.2,222.21040476239,18,"7","4","1",2018,1,57,70,154,29,74,116,23,995.85845,18.25,14.5125,"S","haze"
"wanliu_aq",2018-04-01 08:00:00,159,168,47,0.9,214,14,"8","4","1",2018,1,42,73,150,40,94,123,26,994.18595,16.5,15.81,"S","haze"
"wanliu_aq",2018-04-01 09:00:00,131,180,40,0.8,214,11,"9","4","1",2018,1,39,70,157,54,99,131,26,993.6139,16.25,15.54,"S","haze"
"wanliu_aq",2018-04-01 10:00:00,96,184,49,0.7,165,8,"10","4","1",2018,1,57,99,163,56,98,115,25,994.71725,18,13.7475,"S","cloudy"
"wanliu_aq",2018-04-01 11:00:00,81,143,49,0.6,159,7,"11","4","1",2018,1,52,85,132,52,92,95,23,994.170475,20.75,11.03,"S","cloudy"
"wanliu_aq",2018-04-01 12:00:00,122,210,57,0.8,174,10,"12","4","1",2018,1,53,91,69,53,101,83,22.5,994.19,23,8.8825,"S","cloudy"
"wanliu_aq",2018-04-01 13:00:00,141,217,76,0.9,139,12,"13","4","1",2018,1,61,108,66,56,109,76,22,995.515375,24,7.9775,"SW","cloudy"
"wanliu_aq",2018-04-01 14:00:00,153,214.5,106.5,0.95,93.2330867466114,12.6285714285714,"14","4","1",2018,1,82,129,99,51,87,73,20.5,994.348575,23.75,8.3675,"SW","haze"
"wanliu_aq",2018-04-01 15:00:00,165,212,137,1,48,12,"15","4","1",2018,1,99,134,83,58,97,60,16.25,996.2133,23,8.33,"SW","haze"
"wanliu_aq",2018-04-01 16:00:00,166,217.5,135.5,1,26.7534424117998,10.2285714285714,"16","4","1",2018,1,110,145,90,68,122,21,20,940,22,18,"NO","cloudy"
"wanliu_aq",2018-04-01 17:00:00,167,223,134,1,13,8,"17","4","1",2018,1,111,142,87,76,123,14,12.2,992.36775,28.5,4.5625,"SW","haze"
"wanliu_aq",2018-04-01 18:00:00,172,217,146,1.1,2,6,"18","4","1",2018,1,106,128,78,76,120,2,12.075,993.655325,29.25,2.5925,"SE","haze"
"wanliu_aq",2018-04-01 19:00:00,215,260,133,1.5,7,6,"19","4","1",2018,1,106,127,57,71,108,2,11.4,992.963625,31.5,1.985,"N","haze"
"wanliu_aq",2018-04-01 20:00:00,224,265,123,1.6,2,6,"20","4","1",2018,1,104,127,38,71,135,2,11.325,994.181875,33.75,2.4725,"NE","haze"
"wanliu_aq",2018-04-01 21:00:00,236,251,105,1.6,2,5,"21","4","1",2018,1,97,108,15,65,118,2,11,994.233125,36,3.62,"NE","cloudy"
