"stationId","utc_time","PM2.5","PM10","NO2","hour","month","weekday","year","season","lwPM2.5","lwPM10","tdPM2.5","tdPM10","temperature","pressure","humidity","windSpeed","windDir","weather"
"GN3",2018-03-31 07:00:00,7.4,10.6,48.9,"7","3","7",2018,1,32.2,35.7,7.4,15.2,5.4375,988.5788,84,10.5625,"SW","cloudy"
"GN3",2018-03-31 08:00:00,13,17.8,59.4,"8","3","7",2018,1,30.5,33.9,3.5,14.7,6.05,988.96155,79.5,11.7975,"SW","cloudy"
"GN3",2018-03-31 09:00:00,6.1,7.6,50.6,"9","3","7",2018,1,29,34.6,2.9,11.9,6.5825,989.4604,76,12.5175,"SW","cloudy"
"GN3",2018-03-31 10:00:00,5.4,6.9,46.9,"10","3","7",2018,1,31.5,35.7,7.5,15.4,6.4975,990.47565,75.25,11.145,"SW","cloudy"
"GN3",2018-03-31 11:00:00,4.8,8.3,32.7,"11","3","7",2018,1,29.2,33.4,5.8,12.6,7.13,990.96605,73,9.6225,"SW","cloudy"
"GN3",2018-03-31 12:00:00,6.9,8.1,29.6,"12","3","7",2018,1,26,26.7,3.6,9.4,7.7875,991.3221,70.75,8.28,"W","cloudy"
"GN3",2018-03-31 13:00:00,7.1,7.6,25.3,"13","3","7",2018,1,26.8,31.8,7.3,13.8,8.415,991.520725,67.75,8.0075,"W","cloudy"
"GN3",2018-03-31 14:00:00,12,14.3,24.3,"14","3","7",2018,1,26.6,30.4,3.9,7.7,8.8925,991.6603,65.75,8.7975,"W","rainy"
"GN3",2018-03-31 15:00:00,12.2,16.4,21.6,"15","3","7",2018,1,24.9,30.3,5.8,8.2,9.1025,991.86965,64.75,10.1675,"NW","rainy"
"GN3",2018-03-31 16:00:00,10.8,14.2,15.5,"16","3","7",2018,1,24.2,28.8,6.3,9.7,8.5625,992.739575,67.25,12.545,"NW","cloudy"
"GN3",2018-03-31 17:00:00,9.9,12.7,14.1,"17","3","7",2018,1,24.4,30.7,5.1,9.2,8.175,993.324875,69.25,14.27,"NW","cloudy"
"GN3",2018-03-31 18:00:00,10.7,11.4,12.7,"18","3","7",2018,1,27.9,32.3,3.7,7.2,7.5925,994.014975,72.75,15.55,"NW","cloudy"
"GN3",2018-03-31 19:00:00,12,16.1,16.4,"19","3","7",2018,1,33.2,35,7.8,13,6.885,994.795925,76.5,16.36,"NW","cloudy"
"GN3",2018-03-31 20:00:00,12.2,15.2,14.8,"20","3","7",2018,1,29.9,36.1,8.5,13.3,6.2225,995.65475,80.75,16.93,"NW","clear"
"GN3",2018-03-31 21:00:00,12.5,14.6,17.4,"21","3","7",2018,1,31.4,35.6,9.3,13.1,5.785,996.57885,83.5,17.49,"NW","clear"
"GN3",2018-03-31 22:00:00,10.7,12.2,25.9,"22","3","7",2018,1,34.5,40.9,7,12.8,5.76,998.5576,84.25,17.475,"NW","cloudy"
"GN3",2018-03-31 23:00:00,10.3,11.5,21.6,"23","3","7",2018,1,34.6,39.7,3.7,9.2,5.7225,999.2505,84.25,17.6275,"NW","cloudy"
"GN3",2018-04-01 00:00:00,10.7,13.2,21.6,"0","4","1",2018,1,37.3,42,3.2,5.3,5.705,999.8656,83.5,17.365,"NW","cloudy"
"GN3",2018-04-01 01:00:00,11.5,13.4,23.2,"1","4","1",2018,1,39.2,42.6,2.8,6.6,5.59,1000.5079,83.25,16.47,"NW","cloudy"
"GN3",2018-04-01 02:00:00,11.7,14,25.8,"2","4","1",2018,1,38.9,41,3.4,6.5,5.3075,1001.160375,83.5,15.1125,"NW","cloudy"
"GN3",2018-04-01 03:00:00,10.2,15.7,40.6,"3","4","1",2018,1,36.3,39,2.8,6.3,4.8125,1001.775475,84.5,13.59,"NW","cloudy"
"GN3",2018-04-01 04:00:00,11.5,16,39.5,"4","4","1",2018,1,32,35.9,5.9,10,4.1775,1002.643625,84,13.4975,"NW","cloudy"
"GN3",2018-04-01 05:00:00,11.1,16.7,46.4,"5","4","1",2018,1,28.9,36.9,8.9,11.8,3.625,1003.231,85.5,11.935,"NW","cloudy"
"GN3",2018-04-01 06:00:00,12.3,15.1,42.2,"6","4","1",2018,1,39.9,44.2,7.7,13.6,3.485,1003.816975,85.75,10.58,"NW","cloudy"
"GN3",2018-04-01 07:00:00,12.2,16.2,35.4,"7","4","1",2018,1,42.2,47,11.4,17.9,3.9725,1004.430125,83.75,9.7425,"NW","cloudy"
"GN3",2018-04-01 08:00:00,11.2,16.4,33.8,"8","4","1",2018,1,37.3,46.2,8.1,16.7,4.9425,1005.030475,78.75,9.4375,"NW","cloudy"
"GN3",2018-04-01 09:00:00,12.2,16.6,41.7,"9","4","1",2018,1,35.2,44.1,10.1,17.6,6.135,1005.561175,72.75,9.22,"NW","clear"
"GN3",2018-04-01 10:00:00,13.6,21,49.6,"10","4","1",2018,1,27.6,34.3,10.2,14.7,7.125,1005.98965,66,8.4075,"NW","clear"
"GN3",2018-04-01 11:00:00,13.7,19.1,55.5,"11","4","1",2018,1,25.5,30.2,10.2,13,7.89,1006.28035,60,7.1425,"NW","cloudy"
"GN3",2018-04-01 12:00:00,12.4,17.5,38.5,"12","4","1",2018,1,19.6,23.6,12.5,14.2,8.38,1006.408175,56,5.54,"NW","cloudy"
"GN3",2018-04-01 13:00:00,9.9,9.7,25.8,"13","4","1",2018,1,26,32.3,14,15.9,8.5575,1006.2913,54.25,3.785,"NW","cloudy"
"GN3",2018-04-01 14:00:00,7.8,8.8,27.9,"14","4","1",2018,1,16.6,23,8.5,11.3,8.5675,1006.163525,55,2.9775,"W","cloudy"
